"";"Cermine";"";"";"Grobid";"";"";"ParsCit";"";"";"PDFX";"";""
"Id";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1"
"TUW-141336-ref11";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-141336-ref12";"71,43";"71,43";"55,56";"100,00";"85,71";"85,71";"40,00";"28,57";"22,22";"NAN";"0,00";"0,00"
"TUW-141336-ref13";"50,00";"20,00";"16,67";"100,00";"80,00";"80,00";"25,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-141336-ref14";"83,33";"62,50";"62,50";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-141618-ref1";"66,67";"40,00";"40,00";"33,33";"20,00";"20,00";"66,67";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref2";"83,33";"44,44";"42,86";"83,33";"83,33";"83,33";"50,00";"50,00";"42,86";"NAN";"0,00";"0,00"
"TUW-141618-ref3";"85,71";"75,00";"75,00";"75,00";"75,00";"75,00";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref4";"44,44";"33,33";"33,33";"100,00";"100,00";"100,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref5";"notMatched";"notMatched";"notMatched";"83,33";"83,33";"83,33";"33,33";"16,67";"14,29";"NAN";"0,00";"0,00"
"TUW-141618-ref6";"notMatched";"notMatched";"notMatched";"65,00";"58,02";"57,89";"60,00";"33,33";"30,00";"NAN";"0,00";"0,00"
"TUW-141618-ref7";"45,24";"58,33";"40,63";"83,33";"83,33";"83,33";"50,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-141618-ref8";"notMatched";"notMatched";"notMatched";"75,00";"75,00";"75,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref9";"notMatched";"notMatched";"notMatched";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141618-ref10";"notMatched";"notMatched";"notMatched";"56,25";"46,67";"45,71";"66,67";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref11";"notMatched";"notMatched";"notMatched";"87,50";"87,50";"87,50";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref12";"notMatched";"notMatched";"notMatched";"60,00";"75,00";"60,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref13";"notMatched";"notMatched";"notMatched";"75,00";"75,00";"75,00";"25,00";"25,00";"16,67";"NAN";"0,00";"0,00"
"TUW-141618-ref14";"notMatched";"notMatched";"notMatched";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141618-ref15";"notMatched";"notMatched";"notMatched";"75,00";"75,00";"75,00";"66,67";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref16";"91,67";"68,75";"68,75";"83,33";"62,50";"62,50";"70,83";"35,42";"31,48";"notMatched";"notMatched";"notMatched"
"TUW-141618-ref17";"87,50";"50,00";"50,00";"85,71";"85,71";"85,71";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141618-ref18";"50,00";"28,57";"28,57";"83,33";"71,43";"71,43";"40,00";"28,57";"22,22";"NAN";"0,00";"0,00"
"TUW-141618-ref19";"50,00";"37,50";"37,50";"80,00";"81,25";"80,56";"18,75";"18,75";"15,00";"NAN";"0,00";"0,00"
"TUW-141618-ref20";"83,33";"41,67";"41,67";"80,00";"66,67";"66,67";"66,67";"66,67";"57,14";"NAN";"0,00";"0,00"
"TUW-141618-ref21";"100,00";"75,00";"75,00";"75,00";"75,00";"75,00";"75,00";"75,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref22";"100,00";"75,00";"75,00";"75,00";"75,00";"75,00";"66,67";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref23";"92,86";"83,33";"82,14";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141618-ref24";"12,50";"8,33";"7,14";"100,00";"100,00";"100,00";"75,00";"75,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref25";"38,10";"31,25";"29,55";"100,00";"100,00";"100,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref26";"90,48";"81,25";"80,00";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-141618-ref27";"75,00";"50,00";"50,00";"80,00";"66,67";"66,67";"80,00";"66,67";"57,14";"NAN";"0,00";"0,00"
"TUW-141618-ref28";"91,67";"66,67";"63,33";"66,67";"66,67";"57,14";"80,00";"66,67";"57,14";"NAN";"0,00";"0,00"
"TUW-141618-ref29";"83,33";"41,67";"41,67";"50,00";"50,00";"40,00";"50,00";"50,00";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref30";"notMatched";"notMatched";"notMatched";"91,67";"78,57";"78,57";"6,67";"3,57";"3,57";"NAN";"0,00";"0,00"
"TUW-141618-ref31";"66,67";"50,00";"50,00";"75,00";"75,00";"75,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref32";"70,00";"43,75";"43,75";"87,50";"87,50";"87,50";"33,33";"12,50";"11,11";"NAN";"0,00";"0,00"
"TUW-141618-ref33";"90,48";"81,25";"80,00";"87,50";"87,50";"87,50";"66,67";"25,00";"22,22";"NAN";"0,00";"0,00"
"TUW-141618-ref34";"66,67";"33,33";"33,33";"33,33";"16,67";"16,67";"75,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-141618-ref35";"8,33";"8,33";"6,67";"33,33";"33,33";"25,00";"33,33";"33,33";"20,00";"NAN";"0,00";"0,00"
"TUW-141618-ref36";"44,44";"33,33";"33,33";"50,00";"50,00";"50,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref37";"100,00";"75,00";"75,00";"87,50";"87,50";"87,50";"75,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-141758-ref1";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"40,00";"33,33";"20,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref2";"notMatched";"notMatched";"notMatched";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref3";"98,08";"64,68";"65,02";"78,57";"43,65";"39,29";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref4";"91,25";"63,91";"64,49";"98,25";"84,21";"84,21";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref5";"98,46";"60,00";"60,71";"97,33";"60,83";"60,83";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref6";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref7";"notMatched";"notMatched";"notMatched";"85,19";"85,19";"76,67";"60,00";"29,63";"31,11";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref8";"85,71";"66,67";"66,67";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref9";"0,00";"0,00";"0,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref10";"notMatched";"notMatched";"notMatched";"96,43";"85,71";"85,71";"74,29";"41,27";"41,27";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref11";"83,33";"62,50";"62,50";"100,00";"87,50";"87,50";"66,67";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref12";"notMatched";"notMatched";"notMatched";"60,00";"50,00";"42,86";"25,00";"16,67";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref13";"50,00";"11,11";"11,11";"33,33";"11,11";"11,11";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref14";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref15";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"83,33";"40,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref16";"notMatched";"notMatched";"notMatched";"96,43";"87,04";"86,32";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref17";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"66,67";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref18";"notMatched";"notMatched";"notMatched";"85,71";"75,00";"66,67";"50,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref19";"notMatched";"notMatched";"notMatched";"66,67";"33,33";"33,33";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref20";"notMatched";"notMatched";"notMatched";"96,88";"77,50";"77,50";"39,29";"27,50";"27,50";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref21";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"50,00";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref22";"50,00";"11,11";"11,11";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref23";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref24";"85,71";"66,67";"66,67";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref25";"85,71";"66,67";"66,67";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref26";"100,00";"71,43";"71,43";"80,00";"57,14";"57,14";"66,67";"28,57";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref27";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"80,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref28";"35,71";"15,38";"15,34";"40,00";"28,57";"28,57";"25,00";"14,29";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref29";"75,00";"50,00";"50,00";"80,00";"66,67";"57,14";"66,67";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref30";"71,43";"55,56";"55,56";"87,50";"77,78";"77,78";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref31";"50,00";"14,29";"14,29";"33,33";"14,29";"14,29";"33,33";"14,29";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref32";"87,14";"67,78";"67,78";"100,00";"88,89";"88,89";"33,33";"11,11";"11,11";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref33";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref34";"100,00";"11,11";"11,11";"25,00";"11,11";"10,00";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref35";"0,00";"0,00";"0,00";"33,33";"12,50";"12,50";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref36";"0,00";"0,00";"0,00";"33,33";"12,50";"12,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref37";"50,00";"14,29";"14,29";"25,00";"14,29";"14,29";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref39";"0,00";"0,00";"0,00";"33,33";"12,50";"12,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref40";"83,33";"62,50";"62,50";"100,00";"87,50";"87,50";"66,67";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref41";"50,00";"11,11";"11,11";"85,71";"66,67";"66,67";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref42";"0,00";"0,00";"0,00";"50,00";"12,50";"12,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref43";"0,00";"0,00";"0,00";"33,33";"12,50";"12,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref44";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"33,33";"14,29";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref45";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"50,00";"20,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref46";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref47";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"66,67";"75,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref48";"100,00";"14,29";"14,29";"33,33";"14,29";"14,29";"12,50";"9,52";"8,16";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref49";"notMatched";"notMatched";"notMatched";"50,00";"28,57";"28,57";"25,00";"14,29";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-168222-ref1";"100,00";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"25,00";"25,00";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-168222-ref2";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched";"25,00";"25,00";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-168222-ref3";"100,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched";"25,00";"33,33";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-169511-ref1";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"66,67";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-169511-ref2";"60,00";"42,86";"42,86";"80,00";"57,14";"57,14";"50,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-169511-ref3";"88,89";"41,67";"42,86";"66,67";"33,33";"33,33";"25,00";"12,50";"10,71";"NAN";"0,00";"0,00"
"TUW-169511-ref4";"66,67";"57,14";"50,00";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-169511-ref5";"92,86";"81,25";"81,25";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-169511-ref6";"100,00";"78,57";"80,95";"92,86";"92,86";"92,86";"62,50";"35,71";"31,25";"NAN";"0,00";"0,00"
"TUW-174216-ref1";"33,33";"14,29";"14,29";"66,67";"28,57";"28,57";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-174216-ref2";"50,00";"20,00";"20,00";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"70,00";"NAN";"0,00";"0,00"
"TUW-174216-ref3";"60,00";"30,00";"27,27";"notMatched";"notMatched";"notMatched";"27,78";"14,00";"15,00";"NAN";"0,00";"0,00"
"TUW-174216-ref4";"16,67";"10,00";"10,00";"notMatched";"notMatched";"notMatched";"100,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-174216-ref5";"50,00";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"60,00";"41,67";"44,44";"NAN";"0,00";"0,00"
"TUW-174216-ref6";"40,00";"20,00";"20,00";"notMatched";"notMatched";"notMatched";"50,00";"25,00";"26,67";"NAN";"0,00";"0,00"
"TUW-174216-ref7";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-174216-ref8";"60,00";"30,00";"30,00";"notMatched";"notMatched";"notMatched";"50,00";"23,33";"25,00";"NAN";"0,00";"0,00"
"TUW-174216-ref9";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"33,33";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref10";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched";"100,00";"37,04";"38,89";"NAN";"0,00";"0,00"
"TUW-174216-ref11";"60,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched";"100,00";"52,38";"54,29";"NAN";"0,00";"0,00"
"TUW-174216-ref12";"33,33";"20,00";"16,67";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-174216-ref13";"0,00";"0,00";"0,00";"50,00";"20,00";"16,67";"50,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-174216-ref14";"0,00";"0,00";"0,00";"50,00";"20,00";"16,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-174216-ref15";"0,00";"0,00";"0,00";"50,00";"20,00";"16,67";"50,00";"20,00";"20,00";"NAN";"0,00";"0,00"
"TUW-174216-ref16";"50,00";"20,00";"16,67";"50,00";"20,00";"16,67";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-174216-ref17";"notMatched";"notMatched";"notMatched";"50,00";"25,00";"25,00";"80,00";"43,75";"40,74";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref18";"60,00";"42,86";"42,86";"100,00";"78,57";"80,95";"100,00";"50,00";"52,38";"NAN";"0,00";"0,00"
"TUW-174216-ref19";"50,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched";"40,00";"17,14";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref20";"80,00";"44,44";"44,44";"75,00";"66,67";"60,00";"50,00";"25,93";"27,78";"NAN";"0,00";"0,00"
"TUW-174216-ref21";"33,33";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"40,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-174216-ref22";"33,33";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref23";"50,00";"20,00";"16,67";"0,00";"0,00";"0,00";"75,00";"50,00";"53,33";"NAN";"0,00";"0,00"
"TUW-174216-ref24";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched";"91,67";"50,00";"51,02";"NAN";"0,00";"0,00"
"TUW-174216-ref25";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"60,00";"60,00";"50,00";"NAN";"0,00";"0,00"
"TUW-174216-ref26";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"50,00";"20,00";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref27";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"33,33";"16,67";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref28";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"20,00";"14,29";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref1";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref2";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref3";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"25,00";"25,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref4";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"73,33";"45,83";"40,74";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref5";"notMatched";"notMatched";"notMatched";"83,33";"62,50";"62,50";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref6";"notMatched";"notMatched";"notMatched";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref7";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref8";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"57,14";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref9";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref10";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref11";"notMatched";"notMatched";"notMatched";"66,67";"53,33";"53,33";"41,67";"33,33";"27,78";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref12";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"35,71";"27,78";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref13";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"50,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref14";"77,78";"60,00";"50,00";"87,50";"70,00";"70,00";"60,00";"60,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref15";"66,67";"50,00";"50,00";"100,00";"100,00";"100,00";"83,33";"62,50";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref16";"notMatched";"notMatched";"notMatched";"33,33";"20,00";"20,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref17";"60,00";"37,50";"37,50";"96,88";"96,88";"96,88";"50,00";"25,00";"22,22";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref18";"50,00";"16,67";"16,67";"100,00";"66,67";"66,67";"40,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref19";"66,67";"50,00";"50,00";"100,00";"100,00";"100,00";"50,00";"50,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-176087-ref1";"100,00";"83,33";"85,00";"87,50";"83,33";"85,00";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-176087-ref2";"100,00";"83,33";"85,00";"87,50";"83,33";"85,00";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-176087-ref3";"100,00";"83,33";"85,00";"87,50";"83,33";"85,00";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-176087-ref4";"100,00";"78,57";"80,95";"100,00";"92,86";"95,24";"80,00";"50,00";"45,83";"NAN";"0,00";"0,00"
"TUW-176087-ref5";"100,00";"78,57";"80,95";"100,00";"92,86";"95,24";"80,00";"50,00";"45,83";"NAN";"0,00";"0,00"
"TUW-176087-ref6";"100,00";"81,25";"83,33";"87,50";"81,25";"83,33";"80,00";"43,75";"40,74";"NAN";"0,00";"0,00"
"TUW-176087-ref7";"100,00";"81,25";"83,33";"87,50";"81,25";"83,33";"80,00";"43,75";"40,74";"NAN";"0,00";"0,00"
"TUW-176087-ref8";"100,00";"83,33";"85,00";"100,00";"95,83";"97,50";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-176087-ref9";"100,00";"87,50";"87,50";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-176087-ref10";"100,00";"83,33";"85,00";"87,50";"83,33";"85,00";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-176087-ref11";"100,00";"83,33";"85,00";"100,00";"95,83";"97,50";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-176087-ref12";"100,00";"83,33";"85,00";"87,50";"83,33";"85,00";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-176087-ref13";"80,95";"70,83";"70,83";"100,00";"95,83";"97,50";"80,00";"45,83";"42,22";"NAN";"0,00";"0,00"
"TUW-177140-ref1";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"35,00";"25,00";"21,88";"NAN";"0,00";"0,00"
"TUW-177140-ref2";"77,78";"71,43";"68,57";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-177140-ref3";"100,00";"75,00";"75,00";"100,00";"100,00";"100,00";"53,33";"33,33";"29,63";"NAN";"0,00";"0,00"
"TUW-177140-ref4";"60,00";"50,00";"50,00";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-177140-ref5";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref6";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"60,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-177140-ref7";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref8";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref9";"60,00";"50,00";"50,00";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-177140-ref10";"80,00";"50,00";"50,00";"71,43";"62,50";"62,50";"50,00";"37,50";"30,00";"NAN";"0,00";"0,00"
"TUW-177140-ref11";"notMatched";"notMatched";"notMatched";"66,67";"50,00";"40,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-177140-ref12";"75,00";"40,00";"33,33";"66,67";"40,00";"40,00";"66,67";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref13";"60,00";"50,00";"50,00";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-177140-ref14";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref15";"40,00";"33,33";"25,00";"100,00";"83,33";"83,33";"60,00";"50,00";"42,86";"NAN";"0,00";"0,00"
"TUW-179146-ref1";"50,00";"25,00";"25,00";"100,00";"83,33";"83,33";"40,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-179146-ref2";"100,00";"75,00";"75,00";"100,00";"100,00";"100,00";"75,00";"75,00";"60,00";"NAN";"0,00";"0,00"
"TUW-179146-ref3";"76,00";"63,33";"63,33";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-179146-ref4";"100,00";"85,71";"85,71";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-179146-ref5";"100,00";"60,00";"60,00";"66,67";"40,00";"40,00";"66,67";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-179146-ref6";"100,00";"87,50";"87,50";"87,50";"87,50";"87,50";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-179146-ref7";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-179146-ref8";"95,83";"71,88";"71,88";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-179146-ref9";"80,00";"66,67";"66,67";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
