"";"Cermine";"";"";"Grobid";"";"";"ParsCit";"";"";"PDFX";"";""
"Id";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1"
"TUW-221215-ref7";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref8";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"83,33";"37,50";"25,00";"18,75";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref9";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"60,00";"50,00";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref10";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref11";"notMatched";"notMatched";"notMatched";"33,33";"20,00";"16,67";"66,67";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref12";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"57,14";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref13";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref14";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref15";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref16";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref17";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"40,00";"66,67";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref18";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"50,00";"50,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref19";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref20";"notMatched";"notMatched";"notMatched";"100,00";"93,75";"95,83";"75,00";"31,25";"29,63";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref21";"notMatched";"notMatched";"notMatched";"60,00";"42,86";"37,50";"50,00";"28,57";"22,22";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref22";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"75,00";"60,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref23";"notMatched";"notMatched";"notMatched";"100,00";"78,57";"80,95";"60,00";"35,71";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref24";"notMatched";"notMatched";"notMatched";"100,00";"62,50";"66,67";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref25";"100,00";"83,33";"83,33";"100,00";"100,00";"100,00";"75,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref26";"100,00";"75,00";"75,00";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref27";"94,44";"80,95";"80,95";"100,00";"100,00";"100,00";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref28";"100,00";"85,71";"85,71";"80,00";"57,14";"57,14";"75,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref29";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"66,67";"66,67";"44,44";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref30";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref31";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref32";"notMatched";"notMatched";"notMatched";"50,00";"33,33";"33,33";"50,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref33";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref34";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref35";"notMatched";"notMatched";"notMatched";"80,00";"50,00";"50,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref36";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"60,00";"37,50";"30,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref37";"notMatched";"notMatched";"notMatched";"100,00";"81,25";"83,33";"50,00";"18,75";"18,52";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref38";"notMatched";"notMatched";"notMatched";"50,00";"40,00";"33,33";"25,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref39";"notMatched";"notMatched";"notMatched";"80,00";"43,75";"45,83";"75,00";"31,25";"29,63";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref40";"notMatched";"notMatched";"notMatched";"50,00";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref41";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref42";"notMatched";"notMatched";"notMatched";"80,00";"58,33";"61,11";"66,67";"25,00";"23,81";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref43";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"66,67";"75,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref44";"notMatched";"notMatched";"notMatched";"100,00";"100,00";"100,00";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref45";"notMatched";"notMatched";"notMatched";"100,00";"77,78";"77,78";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-223906-ref1";"80,00";"66,67";"66,67";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-223906-ref2";"83,33";"71,43";"71,43";"100,00";"85,71";"85,71";"50,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-223906-ref3";"83,33";"71,43";"71,43";"100,00";"85,71";"85,71";"50,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-223906-ref4";"33,33";"20,83";"22,73";"66,67";"50,00";"50,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-223906-ref5";"66,67";"50,00";"50,00";"66,67";"50,00";"50,00";"50,00";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-223973-ref1";"80,00";"57,14";"50,00";"100,00";"71,43";"71,43";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-223973-ref2";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"50,00";"31,25";"27,78";"NAN";"0,00";"0,00"
"TUW-223973-ref3";"58,33";"43,75";"43,75";"100,00";"100,00";"100,00";"75,00";"75,00";"60,00";"NAN";"0,00";"0,00"
"TUW-223973-ref4";"50,00";"16,67";"16,67";"66,67";"33,33";"28,57";"23,44";"15,63";"10,42";"notMatched";"notMatched";"notMatched"
"TUW-223973-ref5";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-223973-ref6";"100,00";"40,00";"40,00";"33,33";"20,00";"16,67";"25,00";"20,00";"12,50";"NAN";"0,00";"0,00"
"TUW-223973-ref7";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"50,00";"31,25";"27,78";"NAN";"0,00";"0,00"
"TUW-223973-ref8";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-223973-ref9";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-223973-ref10";"91,67";"66,67";"62,96";"87,50";"77,78";"77,78";"50,00";"44,44";"36,36";"NAN";"0,00";"0,00"
"TUW-223973-ref11";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"53,33";"33,33";"29,63";"NAN";"0,00";"0,00"
"TUW-223973-ref12";"50,00";"10,00";"11,11";"100,00";"100,00";"100,00";"40,00";"40,00";"28,57";"NAN";"0,00";"0,00"
"TUW-223973-ref13";"80,00";"66,67";"66,67";"100,00";"100,00";"100,00";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-223973-ref14";"91,67";"66,67";"62,96";"83,33";"55,56";"55,56";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-223973-ref15";"85,94";"49,52";"49,31";"87,50";"100,00";"87,50";"80,00";"57,14";"50,00";"NAN";"0,00";"0,00"
"TUW-223973-ref16";"0,00";"0,00";"0,00";"66,67";"66,67";"50,00";"33,33";"33,33";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-223973-ref17";"0,00";"0,00";"0,00";"50,00";"33,33";"25,00";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-223973-ref18";"94,29";"82,50";"82,50";"100,00";"100,00";"100,00";"63,33";"40,00";"35,35";"NAN";"0,00";"0,00"
"TUW-223973-ref19";"66,67";"33,33";"26,67";"66,67";"66,67";"50,00";"33,33";"33,33";"20,00";"NAN";"0,00";"0,00"
"TUW-223973-ref20";"66,67";"40,00";"40,00";"100,00";"100,00";"100,00";"80,00";"80,00";"66,67";"NAN";"0,00";"0,00"
"TUW-223973-ref21";"61,11";"40,00";"38,00";"100,00";"70,00";"70,00";"37,50";"30,00";"27,27";"NAN";"0,00";"0,00"
"TUW-223973-ref22";"100,00";"83,33";"83,33";"100,00";"100,00";"100,00";"50,00";"25,00";"21,43";"NAN";"0,00";"0,00"
"TUW-223973-ref23";"68,00";"37,78";"37,78";"85,71";"66,67";"66,67";"63,33";"42,22";"38,00";"NAN";"0,00";"0,00"
"TUW-225252-ref1";"40,00";"25,00";"22,22";"100,00";"87,50";"87,50";"66,67";"50,00";"44,44";"NAN";"0,00";"0,00"
"TUW-225252-ref2";"15,00";"12,50";"9,38";"100,00";"100,00";"100,00";"75,00";"50,00";"42,86";"NAN";"0,00";"0,00"
"TUW-225252-ref3";"40,00";"28,57";"25,00";"100,00";"100,00";"100,00";"80,00";"57,14";"50,00";"NAN";"0,00";"0,00"
"TUW-225252-ref4";"13,33";"11,11";"8,00";"85,71";"66,67";"66,67";"25,00";"22,22";"16,67";"NAN";"0,00";"0,00"
"TUW-225252-ref5";"40,00";"25,00";"22,22";"100,00";"87,50";"87,50";"66,67";"33,33";"29,63";"NAN";"0,00";"0,00"
"TUW-225252-ref6";"60,00";"50,00";"37,50";"100,00";"100,00";"100,00";"66,67";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-226000-ref1";"66,67";"66,67";"57,14";"80,00";"66,67";"66,67";"25,00";"16,67";"12,50";"NAN";"0,00";"0,00"
"TUW-226000-ref2";"60,00";"42,86";"42,86";"83,33";"71,43";"71,43";"60,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-226000-ref3";"33,33";"33,33";"25,00";"50,00";"33,33";"33,33";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-226000-ref4";"66,67";"40,00";"40,00";"66,67";"40,00";"40,00";"66,67";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-226000-ref5";"50,00";"20,00";"20,00";"100,00";"40,00";"40,00";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-226000-ref6";"50,00";"20,00";"20,00";"66,67";"40,00";"40,00";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-226000-ref7";"58,33";"35,00";"35,00";"66,67";"40,00";"40,00";"66,67";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-226000-ref8";"96,67";"64,44";"64,44";"100,00";"77,78";"77,78";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226000-ref9";"0,00";"0,00";"0,00";"50,00";"25,00";"25,00";"33,33";"25,00";"20,00";"NAN";"0,00";"0,00"
"TUW-226000-ref10";"100,00";"71,43";"71,43";"100,00";"100,00";"100,00";"60,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-226000-ref11";"91,67";"61,11";"61,11";"100,00";"83,33";"83,33";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226000-ref12";"16,67";"5,00";"5,71";"66,67";"25,00";"25,71";"11,11";"5,00";"4,76";"NAN";"0,00";"0,00"
"TUW-226000-ref13";"33,33";"16,67";"16,67";"100,00";"50,00";"50,00";"33,33";"16,67";"14,29";"NAN";"0,00";"0,00"
"TUW-226000-ref14";"notMatched";"notMatched";"notMatched";"66,67";"40,00";"40,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-226016-ref1";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"83,33";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref2";"notMatched";"notMatched";"notMatched";"33,33";"25,00";"20,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref3";"notMatched";"notMatched";"notMatched";"90,00";"66,67";"62,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref4";"notMatched";"notMatched";"notMatched";"97,62";"85,42";"85,42";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref5";"notMatched";"notMatched";"notMatched";"65,00";"46,43";"40,63";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref6";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref7";"notMatched";"notMatched";"notMatched";"60,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref8";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref9";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref10";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref11";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref12";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-226016-ref13";"notMatched";"notMatched";"notMatched";"62,50";"50,00";"41,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref14";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref15";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref16";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref17";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref18";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref19";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref20";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref21";"notMatched";"notMatched";"notMatched";"80,00";"80,00";"66,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref22";"notMatched";"notMatched";"notMatched";"33,33";"25,00";"20,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref23";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref24";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref25";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref26";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref27";"notMatched";"notMatched";"notMatched";"33,33";"25,00";"20,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref1";"notMatched";"notMatched";"notMatched";"0,00";"0,00";"0,00";"25,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref2";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-228620-ref3";"100,00";"37,14";"38,46";"75,00";"57,14";"48,72";"50,00";"37,14";"38,46";"NAN";"0,00";"0,00"
"TUW-228620-ref4";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref5";"100,00";"60,00";"60,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-228620-ref6";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref7";"50,00";"20,00";"16,67";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-228620-ref8";"80,00";"44,44";"44,44";"85,71";"66,67";"66,67";"40,00";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-228620-ref9";"93,33";"55,56";"53,33";"83,33";"55,56";"55,56";"40,00";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-228620-ref10";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref11";"25,00";"20,00";"17,14";"60,00";"60,00";"50,00";"50,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref12";"50,00";"25,00";"20,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-228620-ref13";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref14";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref15";"50,00";"37,50";"33,33";"66,67";"50,00";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-228620-ref16";"33,33";"20,00";"16,67";"33,33";"20,00";"20,00";"20,00";"20,00";"14,29";"NAN";"0,00";"0,00"
"TUW-228620-ref17";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref18";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref19";"100,00";"28,57";"28,57";"80,00";"57,14";"50,00";"25,00";"14,29";"12,50";"NAN";"0,00";"0,00"
"TUW-228620-ref20";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref21";"100,00";"62,50";"62,50";"75,00";"37,50";"37,50";"25,00";"12,50";"12,50";"NAN";"0,00";"0,00"
"TUW-228620-ref22";"85,71";"60,00";"60,00";"100,00";"80,00";"80,00";"80,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref23";"100,00";"62,50";"62,50";"83,33";"62,50";"62,50";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref24";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref25";"75,00";"37,50";"37,50";"100,00";"25,00";"25,00";"33,33";"12,50";"12,50";"NAN";"0,00";"0,00"
"TUW-228620-ref26";"notMatched";"notMatched";"notMatched";"40,00";"40,00";"28,57";"25,00";"20,00";"14,29";"NAN";"0,00";"0,00"
"TUW-228620-ref27";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-228620-ref28";"75,00";"37,50";"37,50";"100,00";"87,50";"87,50";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref29";"55,56";"33,33";"30,00";"33,33";"16,67";"14,29";"50,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref30";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-228620-ref31";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref32";"notMatched";"notMatched";"notMatched";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref33";"100,00";"50,00";"50,00";"83,33";"62,50";"62,50";"50,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-228620-ref34";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref35";"80,00";"50,00";"50,00";"83,33";"62,50";"62,50";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref36";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref37";"90,00";"50,00";"50,00";"100,00";"77,78";"77,78";"46,67";"27,78";"26,67";"NAN";"0,00";"0,00"
"TUW-228620-ref38";"100,00";"70,00";"70,00";"42,86";"30,00";"30,00";"50,00";"30,00";"30,00";"NAN";"0,00";"0,00"
"TUW-228620-ref39";"85,71";"60,00";"60,00";"notMatched";"notMatched";"notMatched";"50,00";"30,00";"30,00";"NAN";"0,00";"0,00"
"TUW-228620-ref40";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref41";"100,00";"55,56";"55,56";"100,00";"77,78";"77,78";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-228620-ref42";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref43";"80,00";"44,44";"44,44";"100,00";"55,56";"55,56";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-228620-ref44";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref45";"80,00";"44,44";"44,44";"85,71";"66,67";"66,67";"50,00";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-233317-ref1";"100,00";"55,56";"55,56";"100,00";"77,78";"77,78";"42,86";"33,33";"30,00";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref2";"50,00";"20,00";"16,67";"50,00";"20,00";"16,67";"40,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref3";"100,00";"55,56";"55,56";"85,71";"66,67";"66,67";"42,86";"33,33";"27,27";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref4";"55,36";"57,14";"43,70";"100,00";"85,71";"85,71";"80,00";"57,14";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref5";"66,67";"42,86";"40,00";"100,00";"57,14";"57,14";"50,00";"42,86";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref6";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"33,33";"25,00";"22,22";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref7";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref8";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"33,33";"25,00";"22,22";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref9";"79,17";"55,56";"48,57";"85,71";"66,67";"66,67";"37,50";"33,33";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref10";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref11";"100,00";"86,61";"87,04";"100,00";"100,00";"100,00";"60,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref12";"50,00";"20,00";"16,67";"80,00";"80,00";"66,67";"20,00";"20,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref13";"70,00";"43,75";"43,75";"100,00";"87,50";"87,50";"33,33";"25,00";"22,22";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref14";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref1";"66,67";"33,33";"28,57";"50,00";"33,33";"33,33";"20,00";"16,67";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref2";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"33,33";"25,00";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref3";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref4";"100,00";"57,14";"57,14";"25,00";"14,29";"12,50";"66,67";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref5";"100,00";"75,00";"75,00";"66,67";"50,00";"50,00";"75,00";"75,00";"60,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref6";"80,00";"57,14";"57,14";"100,00";"100,00";"100,00";"25,00";"14,29";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref7";"71,43";"62,50";"62,50";"100,00";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref8";"100,00";"87,50";"87,50";"87,50";"87,50";"87,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref9";"96,43";"82,50";"83,33";"87,50";"87,50";"87,50";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref10";"100,00";"87,50";"87,50";"100,00";"100,00";"100,00";"80,00";"50,00";"44,44";"notMatched";"notMatched";"notMatched"
