path;PDF;original;extracted;PublicationType;TITLE;ABSTRACT;ABSTRACTGERMAN;KEYWORDS;AUTHORS;EMAILS;AUTHOR_EMAILS;AFFILIATIONS;AUTHOR_AFFILIATIONS;SOURCE;VOLUME;ISSUE;PAGE_FROM;PAGE_TO;YEAR;DOI;SECTIONS;SECTION_LEVELS;SECTION_REFERENCES;REFERENCES;Precision;Recall;F1
TUW-180162;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-180162.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-180162-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-180162-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;100,00;100,00;NA;NA;100,00;50,00;50,00;33,33;33,33;NA;NA;NA;NA;NA;NA;NA;52,17;0;33,33;100,00;73,33;65,63;59,29
TUW-181199;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-181199.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-181199-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-181199-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;100,00;100,00;NA;NA;80,00;33,33;33,33;,00;,00;NA;NA;NA;NA;NA;NA;NA;44,44;0;28,57;100,00;52,00;58,03;47,24
TUW-182414;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-182414.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-182414-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-182414-xstream.xml");ZEITSCHRIFTENARTIKEL;100,00;,00;NA;NA;80,00;100,00;100,00;,00;,00;NA;NA;NA;NA;NA;NA;NA;60,00;75,00;0;90,00;59,62;56,68;55,00
TUW-182899;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-182899.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-182899-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-182899-xstream.xml");ZEITSCHRIFTENARTIKEL;100,00;100,00;NA;NA;100,00;66,67;66,67;66,67;80,00;NA;NA;NA;NA;NA;NA;NA;33,33;8,70;,00;59,26;88,31;53,19;61,94
TUW-185321;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-185321.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-185321-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-185321-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;100,00;100,00;NA;NA;0;NA;NA;100,00;0;NA;NA;NA;NA;NA;NA;NA;100,00;NA;100,00;100,00;100,00;75,00;75,00
TUW-185441;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-185441.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-185441-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-185441-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;0;100,00;NA;NA;0;NA;NA;,00;0;NA;NA;NA;NA;NA;NA;NA;54,55;0;33,33;100,00;65,00;29,76;31,99
TUW-186227;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-186227.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-186227-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-186227-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;100,00;100,00;NA;NA;0;NA;NA;100,00;0;NA;NA;NA;NA;NA;NA;NA;66,67;0;66,67;100,00;100,00;55,56;59,26
TUW-189842;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-189842.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-189842-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-189842-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;,00;100,00;NA;66,67;8,70;,00;,00;26,67;8,70;0;0;0;NA;NA;NA;NA;88,89;NA;,00;40,00;28,84;29,92;24,26
TUW-191715;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-191715.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-191715-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-191715-xstream.xml");ZEITSCHRIFTENARTIKEL;100,00;100,00;NA;100,00;100,00;NA;NA;0;0;0;0;0;0;0;NA;NA;42,86;42,86;10,00;100,00;52,93;56,43;39,71
TUW-191977;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-191977.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-191977-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-191977-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;100,00;,00;NA;NA;100,00;100,00;100,00;100,00;100,00;NA;NA;NA;NA;NA;NA;NA;75,00;0;66,67;100,00;84,17;76,52;76,52
TUW-192724;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-192724.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-192724-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-192724-xstream.xml");BEITRAEGE_AUS_TAGUNGSBAENDEN;100,00;100,00;NA;100,00;100,00;66,67;66,67;80,00;80,00;NA;NA;NA;NA;NA;NA;NA;100,00;90,91;,00;100,00;91,67;76,39;82,02
TUW-194085;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-194085.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194085-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-194085-xstream.xml");DIPLOM_UND_MASTERARBEITEN;100,00;,00;0;NA;,00;NA;NA;0;0;NA;NA;NA;0;0;100,00;NA;,00;0;0;28,57;37,50;19,70;17,58
TUW-194561;=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\groundtruth\TUW-194561.pdf");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-194561-xstream.xml");=HYPERLINK("D:\Java\git\MethodDemosGit\MethodDemos\output\extracted\cermine\cermine-TUW-194561-xstream.xml");ZEITSCHRIFTENARTIKEL;100,00;100,00;NA;NA;100,00;0;0;100,00;100,00;0;0;0;0;0;NA;0;83,33;0;80,00;100,00;50,89;76,33;44,90
